n_estimators,max_depth,learning_rate,min_child_weight,subsample,reg_lambda,train_rmse_mean,val_rmse_mean,train_dir_acc_mean,val_dir_acc_mean,overfit_gap
100,4,0.05,5,0.8,1,0.017966788571049542,0.018900206644055055,0.5212805764511982,0.5258598514707712,-0.004579275019573004
50,4,0.05,5,0.8,1,0.017966788571049542,0.018900206644055055,0.5212805764511982,0.5258598514707712,-0.004579275019573004
150,4,0.05,5,0.8,1,0.017966788571049542,0.018900206644055055,0.5212805764511982,0.5258598514707712,-0.004579275019573004
150,4,0.01,5,1.0,5,0.017965933586504806,0.018908997605388563,0.5206459946385641,0.5258308094428079,-0.00518481480424382
100,4,0.1,1,1.0,5,0.01794733612452546,0.018905292444358752,0.5213237212093278,0.5258183628593951,-0.004494641650067299
150,4,0.1,1,1.0,5,0.01794733612452546,0.018905292444358752,0.5213237212093278,0.5258183628593951,-0.004494641650067299
50,4,0.1,1,1.0,5,0.01794733612452546,0.018905292444358752,0.5213237212093278,0.5258183628593951,-0.004494641650067299
100,4,0.01,5,0.8,5,0.017962278239082655,0.018910115238532605,0.5208457534161723,0.5257851719702942,-0.004939418554121833
100,4,0.01,5,0.8,1,0.017961564875950752,0.01890861409149703,0.5208355890839792,0.5257519810811933,-0.0049163919972140535
100,4,0.01,5,1.0,5,0.017967323113458975,0.0189097910761045,0.5206034699145858,0.525743683358918,-0.005140213444332131
150,5,0.01,5,0.8,1,0.017959141930852074,0.01891111870186275,0.5210411637234534,0.5257395344977803,-0.004698370774326888
100,5,0.01,5,0.8,1,0.017959141930852074,0.01891111870186275,0.5210411637234534,0.5257395344977803,-0.004698370774326888
150,4,0.05,5,1.0,5,0.017964290258757353,0.018908831958346965,0.5212190344172155,0.5257353856366427,-0.004516351219427173
100,4,0.05,5,1.0,5,0.017964290258757353,0.018908831958346965,0.5212190344172155,0.5257353856366427,-0.004516351219427173
50,4,0.05,5,1.0,5,0.017964290258757353,0.018908831958346965,0.5212190344172155,0.5257353856366427,-0.004516351219427173
100,4,0.01,1,0.8,5,0.017967232516050258,0.018910981439030347,0.5208362111366862,0.5257312367755052,-0.0048950256388189395
150,4,0.01,1,1.0,5,0.017960218394273666,0.018908689451392836,0.5207467383462457,0.5257187901920923,-0.004972051845846592
100,5,0.05,1,1.0,1,0.017941040847502015,0.018914493080243656,0.5215754696123023,0.525710492469817,-0.00413502285751477
50,5,0.05,1,1.0,1,0.017941040847502015,0.018914493080243656,0.5215754696123023,0.525710492469817,-0.00413502285751477
150,5,0.05,1,1.0,1,0.017941040847502015,0.018914493080243656,0.5215754696123023,0.525710492469817,-0.00413502285751477
50,5,0.01,1,1.0,1,0.01795222013734812,0.01891465272489069,0.5208320637386284,0.525710492469817,-0.0048784287311886
100,4,0.05,1,0.8,5,0.01796580789885325,0.0189033953998693,0.5215333640146965,0.5257021947475418,-0.004168830732845241
150,4,0.05,1,0.8,5,0.01796580789885325,0.0189033953998693,0.5215333640146965,0.5257021947475418,-0.004168830732845241
50,4,0.05,1,0.8,5,0.01796580789885325,0.0189033953998693,0.5215333640146965,0.5257021947475418,-0.004168830732845241
100,4,0.01,1,1.0,5,0.01796176910133511,0.018909857036574697,0.520684507042863,0.5257021947475418,-0.005017687704678808
100,4,0.05,1,1.0,5,0.017956856351048895,0.018907535701689106,0.5214257791182525,0.5256855993029912,-0.004259820184738694
50,4,0.05,1,1.0,5,0.017956856351048895,0.018907535701689106,0.5214257791182525,0.5256855993029912,-0.004259820184738694
150,4,0.05,1,1.0,5,0.017956856351048895,0.018907535701689106,0.5214257791182525,0.5256855993029912,-0.004259820184738694
100,5,0.01,5,1.0,5,0.017946102029695522,0.01891310309288493,0.5211409354440446,0.5256731527195785,-0.0045322172755338785
50,5,0.05,5,1.0,1,0.017935846671406318,0.018911153854294073,0.5217871959378494,0.5256690038584408,-0.0038818079205914513
100,5,0.05,5,1.0,1,0.017935846671406318,0.018911153854294073,0.5217871959378494,0.5256690038584408,-0.0038818079205914513
100,5,0.1,1,1.0,1,0.017940800859173156,0.018911399231399062,0.5215221556098277,0.5256690038584408,-0.004146848248613111
100,5,0.1,5,0.8,1,0.017940079370537654,0.018911720074956485,0.5220078305674952,0.5256690038584408,-0.0036611732909456185
50,5,0.1,1,1.0,1,0.017940800859173156,0.018911399231399062,0.5215221556098277,0.5256690038584408,-0.004146848248613111
50,5,0.1,5,0.8,1,0.017940079370537654,0.018911720074956485,0.5220078305674952,0.5256690038584408,-0.0036611732909456185
150,5,0.1,5,0.8,1,0.017940079370537654,0.018911720074956485,0.5220078305674952,0.5256690038584408,-0.0036611732909456185
150,5,0.1,1,1.0,1,0.017940800859173156,0.018911399231399062,0.5215221556098277,0.5256690038584408,-0.004146848248613111
150,5,0.05,5,1.0,1,0.017935846671406318,0.018911153854294073,0.5217871959378494,0.5256690038584408,-0.0038818079205914513
100,5,0.01,1,1.0,1,0.017951636227491838,0.018914348544109897,0.5208372496805771,0.5256607061361656,-0.00482345645558846
150,5,0.01,1,1.0,1,0.017951636227491838,0.018914348544109897,0.5208372496805771,0.5256607061361656,-0.00482345645558846
150,5,0.01,5,1.0,1,0.01794379771585495,0.01891207656761771,0.5210679194446648,0.525656557275028,-0.004588637830363229
100,5,0.01,5,1.0,1,0.01794379771585495,0.01891207656761771,0.5210679194446648,0.525656557275028,-0.004588637830363229
50,3,0.1,5,0.8,1,0.01797139925910613,0.018896503125859887,0.5210804662367716,0.5256399618304777,-0.004559495593706053
150,3,0.1,5,0.8,1,0.01797139925910613,0.018896503125859887,0.5210804662367716,0.5256399618304777,-0.004559495593706053
100,3,0.1,5,0.8,1,0.01797139925910613,0.018896503125859887,0.5210804662367716,0.5256399618304777,-0.004559495593706053
150,4,0.01,1,1.0,1,0.017962205911045685,0.01891009259052338,0.5206171609010184,0.5256358129693399,-0.0050186520683215274
150,3,0.05,5,0.8,1,0.017976573497445414,0.01890504080261968,0.5206632046343355,0.5256316641082023,-0.004968459473866815
100,3,0.05,5,0.8,1,0.017976573497445414,0.01890504080261968,0.5206632046343355,0.5256316641082023,-0.004968459473866815
50,3,0.05,5,0.8,1,0.017976573497445414,0.01890504080261968,0.5206632046343355,0.5256316641082023,-0.004968459473866815
150,4,0.1,1,0.8,1,0.017950598497249552,0.01889165296261492,0.5218268216787993,0.5256192175247895,-0.0037923958459901153
50,4,0.1,1,0.8,1,0.017950598497249552,0.01889165296261492,0.5218268216787993,0.5256192175247895,-0.0037923958459901153
100,4,0.1,1,0.8,1,0.017950598497249552,0.01889165296261492,0.5218268216787993,0.5256192175247895,-0.0037923958459901153
150,4,0.01,5,1.0,1,0.017966546319344245,0.01891202215586279,0.520527546638689,0.5256150686636519,-0.005087522024962876
100,4,0.01,5,1.0,1,0.017966546319344245,0.01891202215586279,0.520527546638689,0.5256150686636519,-0.005087522024962876
50,5,0.1,5,1.0,5,0.017918637278476573,0.01890990214428237,0.522838028184821,0.525602622080239,-0.002764593895418055
100,5,0.1,5,1.0,5,0.017918637278476573,0.01890990214428237,0.522838028184821,0.525602622080239,-0.002764593895418055
150,5,0.1,5,1.0,5,0.017918637278476573,0.01890990214428237,0.522838028184821,0.525602622080239,-0.002764593895418055
100,3,0.1,1,1.0,1,0.017967599881369617,0.018903665853390927,0.5210147700063575,0.5256026220802389,-0.004587852073881349
50,3,0.1,1,1.0,1,0.017967599881369617,0.018903665853390927,0.5210147700063575,0.5256026220802389,-0.004587852073881349
150,3,0.1,1,1.0,1,0.017967599881369617,0.018903665853390927,0.5210147700063575,0.5256026220802389,-0.004587852073881349
50,4,0.01,5,1.0,5,0.017972116141383786,0.018914400526815957,0.5204831560613791,0.5255901754968261,-0.005107019435447002
50,5,0.01,5,0.8,1,0.017964005798963144,0.0189157798847966,0.5208160938428856,0.5255860266356885,-0.004769932792802911
100,5,0.01,1,0.8,1,0.017938647382114054,0.01890963414493845,0.5213207827296691,0.5255777289134131,-0.004256946183744059
100,5,0.01,1,1.0,5,0.017943232090010582,0.018916496115105277,0.5210944707122793,0.5255735800522756,-0.00447910933999629
150,5,0.01,1,1.0,5,0.017943232090010582,0.018916496115105277,0.5210944707122793,0.5255735800522756,-0.00447910933999629
150,5,0.05,1,0.8,1,0.017931223062721997,0.01890249527965223,0.5224796057072245,0.525569431191138,-0.0030898254839134554
100,5,0.05,1,0.8,1,0.017931223062721997,0.01890249527965223,0.5224796057072245,0.525569431191138,-0.0030898254839134554
50,5,0.05,1,0.8,1,0.017931223062721997,0.01890249527965223,0.5224796057072245,0.525569431191138,-0.0030898254839134554
50,5,0.01,5,1.0,1,0.017950564777263207,0.018916918734582767,0.5209237502584947,0.5255652823300004,-0.0046415320715057495
100,4,0.1,5,0.8,1,0.017957773364558643,0.018896887562217784,0.5215858483445203,0.5255569846077253,-0.003971136263205
150,4,0.1,5,0.8,1,0.017957773364558643,0.018896887562217784,0.5215858483445203,0.5255569846077253,-0.003971136263205
50,4,0.1,5,0.8,1,0.017957773364558643,0.018896887562217784,0.5215858483445203,0.5255569846077253,-0.003971136263205
100,5,0.01,1,0.8,5,0.01795387229148304,0.01891102463780693,0.5214276124991197,0.5255445380243123,-0.004116925525192605
100,4,0.01,1,0.8,1,0.017965672015954382,0.018908890390501806,0.5207351882861492,0.525536240302037,-0.0048010520158878744
100,5,0.01,5,0.8,5,0.017949315887964473,0.01891022877698862,0.5214513302328351,0.5255279425797619,-0.0040766123469268
150,4,0.01,5,0.8,5,0.017958864416184415,0.018906240918705228,0.5210179266888646,0.5255196448574867,-0.004501718168622104
50,5,0.1,5,1.0,1,0.017934649622176876,0.01891256743890606,0.5219386874994868,0.5255196448574866,-0.003580957357999792
50,3,0.05,1,0.8,1,0.01797096728090858,0.018905240547659595,0.5208175386798188,0.5255196448574866,-0.004702106177667753
100,5,0.1,5,1.0,1,0.017934649622176876,0.01891256743890606,0.5219386874994868,0.5255196448574866,-0.003580957357999792
150,5,0.1,5,1.0,1,0.017934649622176876,0.01891256743890606,0.5219386874994868,0.5255196448574866,-0.003580957357999792
150,3,0.01,1,0.8,5,0.017982887330068278,0.018910739154682988,0.5206053347136941,0.5255113471352114,-0.004906012421517336
100,4,0.01,1,1.0,1,0.017965511600330008,0.018911861735505287,0.5205466320905179,0.5254989005517985,-0.004952268461280607
50,4,0.01,5,1.0,1,0.017967559750928487,0.018913385180488546,0.520494356610218,0.525494751690661,-0.005000395080442921
150,3,0.01,5,1.0,1,0.017976906267730824,0.018909445647214036,0.5204736114009317,0.525494751690661,-0.00502114028972922
150,5,0.01,5,1.0,5,0.01794221442978259,0.018911795523775667,0.5213452615568182,0.5254864539683857,-0.004141192411567518
150,3,0.01,5,0.8,5,0.017979489369713747,0.018910274717833235,0.5206468223783746,0.5254864539683857,-0.004839631590011106
150,4,0.01,1,0.8,1,0.01796220406805784,0.01890456340117324,0.5209820391229009,0.5254864539683857,-0.004504414845484805
150,3,0.1,1,0.8,5,0.01796361109393903,0.01889720871895164,0.5214507387808585,0.525482305107248,-0.0040315663263895685
150,3,0.01,5,1.0,5,0.01797618523908483,0.018913023147229185,0.5205862473255479,0.525482305107248,-0.004896057781700103
150,4,0.01,5,0.8,1,0.01795763490348931,0.01890484399509713,0.520995316095995,0.525482305107248,-0.004486989011252995
100,3,0.1,1,0.8,5,0.01796361109393903,0.01889720871895164,0.5214507387808585,0.525482305107248,-0.0040315663263895685
50,3,0.1,1,0.8,5,0.01796361109393903,0.01889720871895164,0.5214507387808585,0.525482305107248,-0.0040315663263895685
50,5,0.05,1,0.8,5,0.017918859845438534,0.018902950312755646,0.5227353001779363,0.5254698585238351,-0.002734558345898752
150,5,0.05,1,0.8,5,0.017918859845438534,0.018902950312755646,0.5227353001779363,0.5254698585238351,-0.002734558345898752
100,5,0.05,1,0.8,5,0.017918859845438534,0.018902950312755646,0.5227353001779363,0.5254698585238351,-0.002734558345898752
100,3,0.05,5,0.8,5,0.01797735813231748,0.018908254478965335,0.5206071938796685,0.52546156080156,-0.004854366921891562
50,3,0.05,5,0.8,5,0.01797735813231748,0.018908254478965335,0.5206071938796685,0.52546156080156,-0.004854366921891562
150,3,0.05,5,0.8,5,0.01797735813231748,0.018908254478965335,0.5206071938796685,0.52546156080156,-0.004854366921891562
100,3,0.1,1,0.8,1,0.017964444138146348,0.018895133059636447,0.5212474537288918,0.5254574119404223,-0.0042099582115304734
50,3,0.1,1,0.8,1,0.017964444138146348,0.018895133059636447,0.5212474537288918,0.5254574119404223,-0.0042099582115304734
150,3,0.1,1,0.8,1,0.017964444138146348,0.018895133059636447,0.5212474537288918,0.5254574119404223,-0.0042099582115304734
100,3,0.05,1,1.0,1,0.017975824517155733,0.01890933100211553,0.520382199434194,0.5254532630792849,-0.005071063645090912
50,3,0.05,1,1.0,1,0.017975824517155733,0.01890933100211553,0.520382199434194,0.5254532630792849,-0.005071063645090912
150,3,0.05,1,1.0,1,0.017975824517155733,0.01890933100211553,0.520382199434194,0.5254532630792849,-0.005071063645090912
50,5,0.01,1,1.0,5,0.017949716499614556,0.018918901132507604,0.5209565246564475,0.5254491142181471,-0.0044925895616996225
100,4,0.1,5,1.0,1,0.01792293230996173,0.018898541861255495,0.5223251572047344,0.5254325187735966,-0.0031073615688622658
150,4,0.1,5,1.0,1,0.01792293230996173,0.018898541861255495,0.5223251572047344,0.5254325187735966,-0.0031073615688622658
150,4,0.01,1,0.8,5,0.01796397136680824,0.01890711156163879,0.5210104587861579,0.5254325187735966,-0.00442205998743872
50,4,0.1,5,1.0,1,0.01792293230996173,0.018898541861255495,0.5223251572047344,0.5254325187735966,-0.0031073615688622658
50,5,0.01,5,1.0,5,0.017953504832644483,0.018917641756932918,0.5209770596784699,0.525428369912459,-0.0044513102339891475
50,4,0.01,1,1.0,5,0.017966544558604435,0.018914700378499225,0.520521668465678,0.5254159233290462,-0.0048942548633681415
50,4,0.05,5,1.0,1,0.01795550623167147,0.018906803546247672,0.5215470626959241,0.525407625606771,-0.0038605629108469097
150,3,0.01,1,1.0,1,0.01797699684276547,0.018910966874584344,0.5204196776046667,0.5254076256067709,-0.0049879480021042255
150,5,0.01,1,0.8,1,0.017935354469268402,0.01890711196932792,0.5214545800319421,0.5254076256067709,-0.003953045574828784
150,3,0.01,5,0.8,1,0.017982507698820524,0.018908350590661073,0.5205949622381378,0.5253993278844957,-0.004804365646357889
50,3,0.05,1,0.8,5,0.017971721972567186,0.018907364525958585,0.5209148242981525,0.5253910301622204,-0.004476205864067939
50,4,0.01,1,1.0,1,0.017969889035467694,0.01891592313276295,0.5203485291080826,0.5253868813010828,-0.005038352193000195
50,4,0.05,5,0.8,5,0.017959384642008764,0.018900739683937733,0.522037850922031,0.5253827324399453,-0.0033448815179142333
50,5,0.01,5,0.8,5,0.017956762763511075,0.018916706227320234,0.5211028349338914,0.5253827324399453,-0.0042798975060538424
50,4,0.05,1,1.0,1,0.017955134793899905,0.018904697379388605,0.521531573194624,0.5253661369953948,-0.0038345638007708516
150,3,0.1,5,0.8,5,0.017967263330285813,0.01889917443900676,0.5212972343612983,0.525361988134257,-0.004064753772958785
50,3,0.1,5,0.8,5,0.017967263330285813,0.01889917443900676,0.5212972343612983,0.525361988134257,-0.004064753772958785
100,3,0.1,5,0.8,5,0.017967263330285813,0.01889917443900676,0.5212972343612983,0.525361988134257,-0.004064753772958785
150,5,0.05,5,0.8,1,0.017929928038584408,0.018902495292105304,0.5226199723557887,0.5253578392731196,-0.002737866917330911
100,5,0.05,5,0.8,1,0.017929928038584408,0.018902495292105304,0.5226199723557887,0.5253578392731196,-0.002737866917330911
50,5,0.05,5,0.8,1,0.017929928038584408,0.018902495292105304,0.5226199723557887,0.5253578392731196,-0.002737866917330911
150,3,0.05,5,1.0,1,0.017975289421829965,0.018907315200348742,0.5205522983301069,0.5253495415508442,-0.004797243220737379
50,3,0.05,5,1.0,1,0.017975289421829965,0.018907315200348742,0.5205522983301069,0.5253495415508442,-0.004797243220737379
100,3,0.05,5,1.0,1,0.017975289421829965,0.018907315200348742,0.5205522983301069,0.5253495415508442,-0.004797243220737379
150,3,0.01,1,0.8,1,0.017982550897883306,0.01890813328949869,0.5205134392436155,0.5253370949674314,-0.004823655723815934
50,4,0.05,1,0.8,1,0.017959035883665604,0.018898194577101683,0.5216404113146116,0.5253287972451564,-0.0036883859305447686
50,5,0.01,1,0.8,5,0.017961382013594925,0.0189172065045747,0.5210168858967933,0.5253287972451562,-0.004311911348362951
150,4,0.05,5,0.8,5,0.01795553790618412,0.018898288680342955,0.5222131357598926,0.525299755217193,-0.003086619457300377
100,4,0.05,5,0.8,5,0.01795553790618412,0.018898288680342955,0.5222131357598926,0.525299755217193,-0.003086619457300377
150,5,0.01,1,0.8,5,0.017948521920696868,0.018907156623587235,0.5217470665231514,0.5252914574949176,-0.003544390971766176
100,3,0.01,5,0.8,5,0.01798165519781485,0.018913674133578993,0.5204673887869541,0.52528730863378,-0.0048199198468259485
150,4,0.05,1,1.0,1,0.017951576182686203,0.018902928282685656,0.5217649405823095,0.5252831597726424,-0.003518219190332905
100,4,0.05,1,1.0,1,0.017951576182686203,0.018902928282685656,0.5217649405823095,0.5252831597726424,-0.003518219190332905
100,3,0.05,1,1.0,5,0.017970455182127202,0.018907087926068124,0.5210364569388474,0.5252665643280919,-0.004230107389244564
150,5,0.05,5,1.0,5,0.01793102215036867,0.01891360192860006,0.5219906267891089,0.5252582666058168,-0.003267639816707857
100,5,0.05,5,1.0,5,0.01793102215036867,0.01891360192860006,0.5219906267891089,0.5252582666058168,-0.003267639816707857
50,5,0.05,5,1.0,5,0.01793102215036867,0.01891360192860006,0.5219906267891089,0.5252582666058168,-0.003267639816707857
150,5,0.01,5,0.8,5,0.0179435534307674,0.01890638181892919,0.5218361271254187,0.5252416711612662,-0.0034055440358474742
150,3,0.05,1,0.8,5,0.017967667516097106,0.018899826807054564,0.5213462946682731,0.5252292245778534,-0.0038829299095802794
150,3,0.01,1,1.0,5,0.017975974702243873,0.018912795237374748,0.5206111398469009,0.5252292245778534,-0.0046180847309524875
100,3,0.05,1,0.8,5,0.017967667516097106,0.018899826807054564,0.5213462946682731,0.5252292245778534,-0.0038829299095802794
50,4,0.01,5,0.8,5,0.017966958433730917,0.01891677905267846,0.5205294109573098,0.5252250757167158,-0.004695664759406082
100,3,0.01,1,0.8,5,0.017985032297801535,0.018914216722811177,0.5204414589481196,0.5252250757167157,-0.004783616768596177
50,3,0.05,5,1.0,5,0.01797386589382713,0.01891202738950102,0.5206080981338957,0.5252126291333029,-0.004604530999407164
100,3,0.05,5,1.0,5,0.01797386589382713,0.01891202738950102,0.5206080981338957,0.5252126291333029,-0.004604530999407164
150,3,0.05,5,1.0,5,0.01797386589382713,0.01891202738950102,0.5206080981338957,0.5252126291333029,-0.004604530999407164
100,3,0.01,1,1.0,1,0.017978911744381907,0.0189134386383854,0.520316995954085,0.5252126291333029,-0.004895633179217929
50,4,0.01,1,0.8,5,0.017971930199772796,0.01891752472591088,0.5205281661849414,0.5252126291333028,-0.004684462948361445
50,4,0.1,5,1.0,5,0.017926202931138627,0.01890431526366183,0.5223649173791011,0.5252001825498901,-0.0028352651707890253
100,4,0.1,5,1.0,5,0.017926202931138627,0.01890431526366183,0.5223649173791011,0.5252001825498901,-0.0028352651707890253
150,4,0.1,5,1.0,5,0.017926202931138627,0.01890431526366183,0.5223649173791011,0.5252001825498901,-0.0028352651707890253
50,3,0.05,1,1.0,5,0.017973138721931018,0.01891051732867676,0.520766787957522,0.5251960336887525,-0.004429245731230491
150,5,0.05,5,0.8,5,0.01792753342920679,0.018904338165796862,0.5230804067768593,0.5251918848276148,-0.002111478050755511
100,5,0.05,5,0.8,5,0.01792753342920679,0.018904338165796862,0.5230804067768593,0.5251918848276148,-0.002111478050755511
50,5,0.05,5,0.8,5,0.01792753342920679,0.018904338165796862,0.5230804067768593,0.5251918848276148,-0.002111478050755511
100,3,0.05,1,0.8,1,0.01796409340908315,0.018896780120223756,0.5213382072514547,0.5251877359664773,-0.003849528715022532
100,3,0.01,1,1.0,5,0.017977961979916322,0.018914712355512887,0.5205053466311502,0.5251752893830643,-0.0046699427519141246
100,3,0.01,5,1.0,5,0.017977961979916322,0.018914712355512887,0.5205053466311502,0.5251752893830643,-0.0046699427519141246
100,3,0.01,5,1.0,1,0.017978914531765488,0.018911574145319503,0.5203833760110267,0.5251711405219266,-0.004787764510899906
150,5,0.05,1,1.0,5,0.01792712937388168,0.018912098466347668,0.5225333576721733,0.5251628427996515,-0.0026294851274781816
100,5,0.05,1,1.0,5,0.01792712937388168,0.018912098466347668,0.5225333576721733,0.5251628427996515,-0.0026294851274781816
50,3,0.01,5,0.8,1,0.01798857552798077,0.01891799304041093,0.5202952152238034,0.5251545450773762,-0.004859329853572847
50,5,0.01,1,0.8,1,0.01794554782834852,0.01891577382584464,0.5209639899236077,0.5251503962162387,-0.004186406292631006
50,4,0.01,5,0.8,1,0.017966362922249974,0.01891461597283831,0.5205202838135063,0.5251338007716881,-0.004613516958181796
50,5,0.05,1,1.0,5,0.017929216774166333,0.018912870213260095,0.5224203041376947,0.5251338007716881,-0.0027134966339934508
50,3,0.01,1,0.8,1,0.01798852938373053,0.018918634380462106,0.5202842210397816,0.5251296519105505,-0.004845430870768941
50,3,0.01,5,0.8,5,0.017985408760424322,0.01891887269793735,0.5203647069212262,0.525113056466,-0.004748349544773878
50,3,0.1,1,1.0,5,0.017965453373151988,0.018912886207135708,0.5214241059754444,0.5250881632991744,-0.0036640573237299856
50,4,0.1,1,1.0,1,0.01792482795184818,0.018900991811005904,0.5220282439860963,0.5250881632991744,-0.003059919313078141
150,3,0.1,1,1.0,5,0.017965453373151988,0.018912886207135708,0.5214241059754444,0.5250881632991744,-0.0036640573237299856
100,4,0.1,1,1.0,1,0.01792482795184818,0.018900991811005904,0.5220282439860963,0.5250881632991744,-0.003059919313078141
150,4,0.1,1,1.0,1,0.01792482795184818,0.018900991811005904,0.5220282439860963,0.5250881632991744,-0.003059919313078141
100,3,0.1,1,1.0,5,0.017965453373151988,0.018912886207135708,0.5214241059754444,0.5250881632991744,-0.0036640573237299856
50,3,0.01,1,1.0,1,0.017986433145249718,0.01891802628994261,0.5202184642403674,0.5250840144380368,-0.004865550197669322
100,3,0.01,5,0.8,1,0.017984753170940636,0.01891248967906189,0.5203802642414672,0.5250840144380368,-0.004703750196569545
50,3,0.01,1,0.8,5,0.017988795182255553,0.018919129301467875,0.520340851459171,0.5250757167157616,-0.004734865256590615
150,3,0.1,5,1.0,5,0.017958445432948517,0.018905920876559405,0.5220422702557135,0.5250715678546239,-0.003029297598910463
50,3,0.1,5,1.0,5,0.017958445432948517,0.018905920876559405,0.5220422702557135,0.5250715678546239,-0.003029297598910463
150,4,0.05,1,0.8,1,0.01795135086923796,0.018893070770075966,0.5220438775982099,0.5250715678546239,-0.0030276902564140284
100,3,0.1,5,1.0,5,0.017958445432948517,0.018905920876559405,0.5220422702557135,0.5250715678546239,-0.003029297598910463
100,4,0.05,1,0.8,1,0.01795135086923796,0.018893070770075966,0.5220438775982099,0.5250715678546239,-0.0030276902564140284
100,3,0.1,5,1.0,1,0.017963407490834554,0.01890344140503569,0.5215105460566404,0.5250632701323485,-0.003552724075708169
50,3,0.1,5,1.0,1,0.017963407490834554,0.01890344140503569,0.5215105460566404,0.5250632701323485,-0.003552724075708169
150,3,0.1,5,1.0,1,0.017963407490834554,0.01890344140503569,0.5215105460566404,0.5250632701323485,-0.003552724075708169
150,3,0.05,1,1.0,5,0.01796951084228837,0.01890595706372115,0.5210499403879136,0.5250466746877982,-0.003996734299884563
50,4,0.01,1,0.8,1,0.017970329339874087,0.018915535977071313,0.5204945605797356,0.5250300792432477,-0.004535518663512095
50,5,0.1,1,0.8,1,0.017936007428169233,0.01890607094280897,0.5221804899394941,0.5250176326598349,-0.0028371427203408572
150,5,0.1,1,0.8,1,0.017936007428169233,0.01890607094280897,0.5221804899394941,0.5250176326598349,-0.0028371427203408572
100,5,0.1,1,0.8,1,0.017936007428169233,0.01890607094280897,0.5221804899394941,0.5250176326598349,-0.0028371427203408572
50,3,0.01,5,1.0,5,0.01798603565375117,0.01891887433747306,0.5202450163793267,0.5250093349375596,-0.004764318558232894
50,3,0.01,1,1.0,5,0.01798603565375117,0.01891887433747306,0.5202450163793267,0.5250093349375596,-0.004764318558232894
100,3,0.01,1,0.8,1,0.017984698553708496,0.018912266994453652,0.5203412659709231,0.5250093349375596,-0.004668068966636518
50,3,0.01,5,1.0,1,0.01798643273131049,0.01891836802145006,0.5202371336313822,0.525005186076422,-0.00476805244503975
50,4,0.1,1,0.8,5,0.017950325451535715,0.018894256355168244,0.5221964708685283,0.5249719951873211,-0.002775524318792799
100,4,0.1,1,0.8,5,0.017950325451535715,0.018894256355168244,0.5221964708685283,0.5249719951873211,-0.002775524318792799
150,4,0.1,1,0.8,5,0.017950325451535715,0.018894256355168244,0.5221964708685283,0.5249719951873211,-0.002775524318792799
150,5,0.1,1,1.0,5,0.017910180528265908,0.018908664546451803,0.5232418388807755,0.5249305065759449,-0.001688667695169399
50,5,0.1,1,1.0,5,0.017910180528265908,0.018908664546451803,0.5232418388807755,0.5249305065759449,-0.001688667695169399
100,5,0.1,1,1.0,5,0.017910180528265908,0.018908664546451803,0.5232418388807755,0.5249305065759449,-0.001688667695169399
150,4,0.05,5,1.0,1,0.017945934806578186,0.01890390893693595,0.5222015285698332,0.5248931668257064,-0.0026916382558732632
100,4,0.05,5,1.0,1,0.017945934806578186,0.01890390893693595,0.5222015285698332,0.5248931668257064,-0.0026916382558732632
100,4,0.1,5,0.8,5,0.01794825028514697,0.018895243195467253,0.5222981157072096,0.5248765713811558,-0.0025784556739462117
150,4,0.1,5,0.8,5,0.01794825028514697,0.018895243195467253,0.5222981157072096,0.5248765713811558,-0.0025784556739462117
50,4,0.1,5,0.8,5,0.01794825028514697,0.018895243195467253,0.5222981157072096,0.5248765713811558,-0.0025784556739462117
100,5,0.1,5,0.8,5,0.017919285535220354,0.01890517474297524,0.523040590871577,0.5248226361863668,-0.0017820453147898707
150,5,0.1,5,0.8,5,0.017919285535220354,0.01890517474297524,0.523040590871577,0.5248226361863668,-0.0017820453147898707
50,5,0.1,5,0.8,5,0.017919285535220354,0.01890517474297524,0.523040590871577,0.5248226361863668,-0.0017820453147898707
150,3,0.05,1,0.8,1,0.017960342313604268,0.018894744159945583,0.5214357029600878,0.5247894452972659,-0.0033537423371781117
100,5,0.1,1,0.8,5,0.017915001535210084,0.018905742339326365,0.5230327673581616,0.5246442351574493,-0.0016114677992876691
50,5,0.1,1,0.8,5,0.017915001535210084,0.018905742339326365,0.5230327673581616,0.5246442351574493,-0.0016114677992876691
150,5,0.1,1,0.8,5,0.017915001535210084,0.018905742339326365,0.5230327673581616,0.5246442351574493,-0.0016114677992876691
